,ID,Sexo,Edad,NSE,Zona,COMUNA,Expansor,auto_propio,residencia,usuario_app_mov,no_uso_mov_precio,no_uso_mov_autopropio,no_uso_mov_taxi,no_uso_mov_publico,no_uso_mov_confianza,no_uso_mov_trauma,no_uso_mov_conocimiento,no_uso_mov_nodisp,app_mov_uber,app_mov_didi,app_mov_cabify,app_mov_lime,app_mov_whoosh,app_mov_jet,app_mov_indrive,app_mov_biciitau,app_mov_otro,tiempo_app_mov,frec_app_mov,fin_app_mov_trabajoestudio,fin_app_mov_ocio,fin_app_mov_tramitescompras,fin_app_mov_conectcontransporte,fin_app_mov_otro,reemplazo_app_mov,posit_app_mov,negat_app_mov,sit_app_mov_atraso,sit_app_mov_noche,sit_app_mov_sintranspub,sit_app_mov_cansado,sit_app_mov_grupo,sit_app_mov_desconocido,sit_app_mov_inseguro,usuario_app_deli,no_uso_deli_precio,no_uso_deli_presencial,no_uso_deli_confianza,no_uso_deli_conocimiento,no_uso_deli_nodisp,app_deli_rappi,app_deli_pedidosya,app_deli_ubereats,app_deli_didifood,app_deli_especifica,app_deli_otra,tiempo_app_deli,frec_app_deli,posit_app_deli,negat_app_deli,sit_app_deli_tiempo,sit_app_deli_cansado,sit_app_deli_gusto,sit_app_deli_especial,sit_app_deli_grupo,taxi_calle,taxi_terminal,taxi_agencia,taxi_conocido,taxi_app,taxi_no,auto_o_app_mov_gratis,renuncia_app_mov_vs_deli,impacto_no_app_mov,impacto_no_app_deli,impacto_abierta
427,428,MASCULINO,[18 - 30],D+E,RM,PUENTE ALTO,7778.675015325334,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Rural,Como usuario y como conductor,,,,,,,,,,Didi,,,,,,,,Menos de un año,Cuatro o más veces a la semana,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,"Con auto particular (ya sea mío o de un familiar, amigo o conocido)",Salud física,Tiempo para actividades de ocio y/o descanso,Cuando voy atrasado/a,,,,Cuando voy con más personas y puedo compartir el costo,Cuando no conozco bien el lugar a donde voy,,Como usuario y como repartidor,,,,,,,,Uber Eats,,,,Menos de un año,Al menos una vez al mes,Tiempo para actividades de ocio y/o descanso,Salud física,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,,,Cuando estoy con más personas y puedo compartir el costo,,,"Sí, pedí uno a domicilio a través de una agencia de taxis",,,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,Empeoraría mucho mi vida,Mejoraría mucho mi vida,Puede ser
428,429,FEMENINO,[18 - 30],C3,Norte,IQUIQUE,8758.211869107043,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario,,,,,,,,,Uber,Didi,,,,,InDrive,,,4-7 años - Desde la pandemia o un poco antes,Entre una y tres veces al mes,Para ir o volver del trabajo o del lugar de estudio,,,,,Transporte público,Comodidad,Finanzas personales o del hogar,,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,PedidosYa,Uber Eats,,,,6-8 años - Desde que llegaron a Chile (2018) o un poco después,Solo ocasionalmente (menos de una vez al mes),Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,Empeoraría un poco mi vida,"porque ya expliqué porque los uso, entonces en esas situaciones no tendría opciones"
429,430,MASCULINO,[18 - 30],D+E,Norte,ALTO HOSPICIO,8500.617402368602,Tengo mi propio auto,Sub-urbano,Como usuario,,,,,,,,,Uber,,,,,,InDrive,,,4-7 años - Desde la pandemia o un poco antes,Entre una y tres veces al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Transporte público,Finanzas personales o del hogar,Finanzas personales o del hogar,Cuando voy atrasado/a,,,,,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,PedidosYa,,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,6-8 años - Desde que llegaron a Chile (2018) o un poco después,Solo ocasionalmente (menos de una vez al mes),Comodidad,Salud física,,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,,,,"Sí, a través de una aplicación de movilidad (eg. Cabify)",,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,No me afectaría,Los servicios de comida a domicilio no me afectan porque no los uso frecuentemente y los de transporte lo uso poco porque me transporto en bicicleta
430,431,FEMENINO,[18 - 30],D+E,Norte,IQUIQUE,8758.211869107043,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario,,,,,,,,,Uber,,,,,,InDrive,,,2-3 años - Desde después de la pandemia,Cuatro o más veces a la semana,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,Caminando,Tiempo para trabajar,Salud física,,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,,Prefiero ir yo mismo de forma presencial,,,,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,"Sí, paré un taxi en la calle",,,,,,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,Mejoraría un poco mi vida,Mejoraría un poco mi vida,"En realidad las aplicaciones ya sea de delivery o para movilizarnos llega para hacernos fácil la vida, dejando de caminar y dejando de usar el transporte público por"
431,432,MASCULINO,[18 - 30],D+E,Sur,LOS ÁNGELES,10105.629079738897,Tengo mi propio auto,Sub-urbano,No las he usado dentro de los últimos 12 meses,,Uso mi propio auto,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,Cuando voy con más personas y puedo compartir el costo,,,Nunca las he usado,,,,,No están disponibles donde vivo,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,No los necesito y vivo demasiado lejos para solicitar esos servicios
432,433,FEMENINO,[51 - 60],C3,Norte,ANTOFAGASTA,6568.658901830283,Tengo mi propio auto,Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,2-3 años - Desde después de la pandemia,Menos de una vez al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,Transporte público,Comodidad,Finanzas personales o del hogar,,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,PedidosYa,,,,,2-3 años - Desde después de la pandemia,Solo ocasionalmente (menos de una vez al mes),Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de delivery,Empeoraría un poco mi vida,No me afectaría,Si las app de movilidad me afectaría harto porque es un transporte rápido y exclusivo para personas con problemas de movilidad. Y sobre las app de delivery no me afectaría porque cocino en mi casa.
433,434,FEMENINO,[61 Ó MAS],D+E,Norte,LA SERENA,7389.741264559068,Tengo mi propio auto,Rural,Como usuario,,,,,,,,,Uber,,,,,,,,,Menos de un año,Menos de una vez al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,"Con auto particular (ya sea mío o de un familiar, amigo o conocido)",Comodidad,Comodidad,,Cuando se hizo de noche,,,,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,PedidosYa,,,,,2-3 años - Desde después de la pandemia,Al menos una vez a la semana,Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,Nada
434,435,MASCULINO,[41 - 50],C3,Sur,CHILE CHICO,8758.211869107043,Tengo mi propio auto,Rural,No las he usado dentro de los últimos 12 meses,,Uso mi propio auto,,Prefiero usar transporte público,,,,No están disponibles donde vivo,,,,,,,,,,,,,,,,,,,,Cuando voy atrasado/a,,Cuando el transporte público no está disponible a la hora o lugar donde voy,Cuando estoy cansado/a,,,,Nunca las he usado,,,,,No están disponibles donde vivo,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,Cuando me quiero dar un gusto,,,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,no existen don de vivo
435,436,FEMENINO,[51 - 60],D+E,Sur,VILCÚN,6568.658901830283,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,Menos de un año,Menos de una vez al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,Transporte público,Tiempo para actividades de ocio y/o descanso,Finanzas personales o del hogar,,Cuando se hizo de noche,Cuando el transporte público no está disponible a la hora o lugar donde voy,,Cuando voy con más personas y puedo compartir el costo,,,Como usuario,,,,,,,,,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,Menos de un año,Solo ocasionalmente (menos de una vez al mes),Tiempo para actividades de ocio y/o descanso,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de movilidad,Empeoraría un poco mi vida,No me afectaría,En cuánto a las aplicaciones de movilidad encuentro que son útiles...y conveniente porque el servicio de taxi es caro y como era un monopolio los cobros muchas veces excesivos y no siempre disponible los servicios de movilidad dieron alternativas más económicas y más opciones...más rápidas para casos de emergencia por ejemplo...y están en todos los lugares.en cuanto a los servicios de delivery no me afectaría porque por el momento no dependo mucho de ellos...ya que lo que mas se mueve en estos es comida...y ahora hay muchas alternativas para cocinar en casa con las cocinas modernas y/o se puede comprar congelados y calentar en casa se puede comprar comida preparada en los supermercados o tiendas de comida o se puede invertir en un robot de cocina y se programa con los ingredientes y el robot lo hace todo...y siempre hay alternativas para cocinar en casa o salir a comer...
436,437,FEMENINO,[51 - 60],D+E,Norte,COPIAPÓ,8758.211869107043,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,No las he usado dentro de los últimos 12 meses,El precio es muy alto,,,Prefiero usar transporte público,,,,,,,,,,,,,,,,,,,,,,,,,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,Cuando voy con más personas y puedo compartir el costo,Cuando no conozco bien el lugar a donde voy,,Nunca las he usado,El precio es muy alto,Prefiero ir yo mismo de forma presencial,,,,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,,,,,,,No,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,No me afectaría porque.yo cocino y si no puedo pedir  taxi  o indrive   tomo colectivo o  bus
437,438,MASCULINO,[18 - 30],C3,V Región,ALGARROBO,10818.967603014584,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Urbano,Como usuario,,,,,,,,,Uber,,,,,,,,,2-3 años - Desde después de la pandemia,Menos de una vez al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",,,,Transporte público,Comodidad,Finanzas personales o del hogar,,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,Cuando voy con más personas y puedo compartir el costo,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,,PedidosYa,,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,4-5 años - Desde la pandemia,Al menos una vez al mes,Tiempo para actividades de ocio y/o descanso,Finanzas personales o del hogar,,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,Empeoraría un poco mi vida,Empeoraría mucho mi vida,"Por que siento que las aplicaciones en ciertos aspectos le solucionan problemas a las personas, y a la vez es cómodo"
438,439,MASCULINO,[18 - 30],C3,Sur,LOS ÁNGELES,10105.629079738897,"No soy dueño de un auto, pero puedo pedir prestado un auto a un familiar o amigo cuando lo necesito",Rural,Como usuario,,,,,,,,,Uber,Didi,,,,,,,,2-3 años - Desde después de la pandemia,Entre una y tres veces al mes,Para ir o volver del trabajo o del lugar de estudio,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",Para hacer trámites o compras,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,"Con auto particular (ya sea mío o de un familiar, amigo o conocido)",Tiempo para actividades de ocio y/o descanso,Finanzas personales o del hogar,Cuando voy atrasado/a,,,Cuando estoy cansado/a,Cuando voy con más personas y puedo compartir el costo,,,Como usuario,,,,,,,PedidosYa,Uber Eats,,,,2-3 años - Desde después de la pandemia,Solo ocasionalmente (menos de una vez al mes),Comodidad,Finanzas personales o del hogar,,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de movilidad,Empeoraría un poco mi vida,Empeoraría un poco mi vida,"En el caso de la movilidad no me afectaría tanto en mi vida ya que puedo conseguir un auto, y en cuanto al delivery yo puedo prepararme cosas que me gusten"
439,440,FEMENINO,[18 - 30],D+E,RM,RENCA,7532.062207432058,"No tengo auto, ni puedo pedir prestado uno/No sé manejar",Urbano,Como usuario,,,,,,,,,Uber,Didi,,,,,,,,8-11 años - Desde que llegaron a Chile (2014) o un poco después,Entre una y tres veces al mes,,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",Para hacer trámites o compras,,,Transporte público,Comodidad,Finanzas personales o del hogar,Cuando voy atrasado/a,,,,,Cuando no conozco bien el lugar a donde voy,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Como usuario,,,,,,Rappi,PedidosYa,Uber Eats,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,4-5 años - Desde la pandemia,Solo ocasionalmente (menos de una vez al mes),Comodidad,Finanzas personales o del hogar,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,Cuando estoy cansado/a,,Para una reunión social o alguna fecha especial,,"Sí, paré un taxi en la calle",,,,,,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de delivery,No me afectaría,No me afectaría,"No me afectaría ya que siempre esta la opción de la locomoción publica, es más incómodo pero sigue estando activa para poder movilizarnos."
440,441,MASCULINO,[18 - 30],D+E,Norte,COQUIMBO,7507.038744948894,Tengo mi propio auto,Rural,Como usuario,,,,,,,,,Uber,,Cabify,,,,InDrive,,,2-3 años - Desde después de la pandemia,Menos de una vez al mes,Para ir o volver del trabajo o del lugar de estudio,"Para ir o volver de eventos de ocio (reuniones sociales, conciertos, cine, etc.)",Para hacer trámites o compras,"Para trasladarme hacia o desde terminal de buses, al aeropuerto o a la estación de tren al hacer un viaje",,Transporte público,Comodidad,Tiempo para actividades de ocio y/o descanso,Cuando voy atrasado/a,,,,Cuando voy con más personas y puedo compartir el costo,Cuando no conozco bien el lugar a donde voy,,Como usuario,,,,,,,PedidosYa,,,"Pido delivery a través de la página específica del restaurant o retailer (Lider, Jumbo, Sushi, Pizzerías, etc.)",,6-8 años - Desde que llegaron a Chile (2018) o un poco después,Solo ocasionalmente (menos de una vez al mes),Tiempo para actividades de ocio y/o descanso,Salud física,,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,Cuando estoy con más personas y puedo compartir el costo,,,,,,No,Poder usar la aplicación de movilidad gratuita,Renunciaría a las aplicaciones de movilidad,No me afectaría,No me afectaría,Creo que poco me afectaría ya que soy un usuario que ocasionalmente usa este tipo de aplicaciones de delibery pero si creo que a la gente que es parte de su dia a dia usarlas si les afectaría por completo ya que llevan un ritmo de vida asociada a estas aplicaciones como una manera de alivianar el diario vivir
441,442,MASCULINO,[18 - 30],D+E,RM,LA PINTANA,7778.675015325334,Tengo mi propio auto,Sub-urbano,Como usuario y como conductor,,,,,,,,,,,,Lime,Whoosh,,,,,4-7 años - Desde la pandemia o un poco antes,Entre una y tres veces al mes,Para ir o volver del trabajo o del lugar de estudio,,,,,Con un taxi tradicional,Tiempo para trabajar,Salud física,,,Cuando el transporte público no está disponible a la hora o lugar donde voy,,Cuando voy con más personas y puedo compartir el costo,,Cuando el lugar hacia donde o desde donde voy me parece inseguro,Nunca las he usado,El precio es muy alto,,,,,,,,,,,,,,,Cuando tengo mucho que hacer y no tengo tiempo para cocinar/comprar,,Cuando me quiero dar un gusto,Para una reunión social o alguna fecha especial,,,"Sí, desde un aeropuerto, estación de buses, u otro lugar donde suelen estacionarse para esperar pasajeros",,,"Sí, a través de una aplicación de movilidad (eg. Cabify)",,Tener auto y bencina gratuitos,Renunciaría a las aplicaciones de delivery,No me afectaría,Mejoraría un poco mi vida,Menos delincuencia debido a menos empleabilidad
